pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_57827,24-12-2014 00:00,19-01-2017 17:46,1,White,0.09,37.6,0,1,0,2
ANSL_55347,09-04-2011 00:00,02-05-2018 11:56,1,Blue,0.72,35.28,0,7,0,1
ANSL_66046,26-07-2016 00:00,21-02-2017 19:03,1,Black,0.4,13.05,0,1,0,2
ANSL_56031,09-07-2016 00:00,01-09-2017 17:21,1,Brown,0.79,36.15,0,1,0,2
ANSL_51470,11-07-2017 00:00,04-08-2018 00:00,1,Blue Tabby,0.68,26.79,17,9,0,1
ANSL_67162,25-01-2017 00:00,04-05-2017 18:38,1,Brown Tabby,0.91,37.99,0,1,0,1
ANSL_57798,05-07-2016 00:00,21-10-2016 14:16,0,Black,0.95,13.15,0,1,1,1
ANSL_56905,02-11-2016 00:00,07-01-2018 13:40,1,Black,0.54,33.18,13,9,0,1
ANSL_71914,05-12-2016 00:00,10-02-2019 17:54,1,Black,0.49,41.77,0,1,0,2
ANSL_58437,18-09-2015 00:00,13-10-2016 16:42,2,Black,0.91,15.6,0,1,0,2
ANSL_73583,03-12-2015 00:00,24-12-2017 15:07,0,Tan,0.82,14.53,0,1,1,2
ANSL_60332,15-10-2016 00:00,12-11-2017 17:42,0,Tricolor,0.97,41.2,0,1,1,2
ANSL_51026,27-01-2016 00:00,18-08-2016 11:35,2,White,0.81,47.93,0,7,1,2
ANSL_71714,14-07-2015 00:00,11-08-2016 09:21,1,Black,0.98,5.85,15,4,0,2
ANSL_55757,06-12-2016 00:00,26-10-2017 13:30,2,Tan,0.54,23.05,0,7,0,2
ANSL_58461,27-08-2014 00:00,19-09-2016 16:57,1,Brown Brindle,0.39,15.24,0,7,0,2
ANSL_61268,08-03-2017 00:00,10-03-2018 18:59,1,Red,0.94,44.35,0,1,0,2
ANSL_73029,06-07-2017 00:00,12-08-2017 12:46,2,Orange Tabby,0.25,21.07,13,9,0,1
ANSL_64554,25-12-2017 00:00,25-01-2019 11:32,1,Tricolor,1,13.71,0,7,0,2
ANSL_73504,20-10-2016 00:00,17-11-2016 12:39,2,Brown,0.71,6.15,13,9,0,2
ANSL_56138,17-05-2009 00:00,07-09-2016 18:06,0,Black,0.35,35.55,0,7,1,2
ANSL_51714,21-07-2008 00:00,22-06-2018 15:53,0,White,0.85,35.69,0,7,1,2
ANSL_75886,30-04-2010 00:00,20-04-2019 15:11,1,Brown,0.63,38.25,0,7,0,2
ANSL_61877,04-10-2016 00:00,24-02-2018 11:26,2,Black,0.8,46.29,0,7,1,2
ANSL_76530,14-04-2016 00:00,05-05-2019 12:00,0,Tan,0.03,37.02,0,7,1,2
ANSL_64221,20-07-2017 00:00,27-08-2018 15:32,1,Brown,0.83,44.53,0,1,0,2
ANSL_67859,27-01-2011 00:00,09-05-2018 17:30,1,Blue,0.84,19.5,7,1,0,1
ANSL_57103,14-12-2010 00:00,03-01-2017 16:13,0,Black,0.65,15.99,0,7,1,2
ANSL_68841,01-08-2015 00:00,07-03-2017 16:49,1,White,0.89,35.14,0,7,0,2
ANSL_55058,24-12-2017 00:00,01-05-2018 14:56,2,Black,0.05,21.98,0,7,1,2
ANSL_70862,21-11-2016 00:00,21-01-2017 11:56,2,Blue,0.39,32.65,13,9,0,1
ANSL_73564,29-11-2018 00:00,10-03-2019 09:27,0,Black,0.28,5.09,7,1,1,1
ANSL_67672,29-08-2017 00:00,28-09-2018 18:09,1,Black,0.41,38.42,0,1,0,2
ANSL_76654,18-10-2010 00:00,08-05-2019 15:57,2,Tan,0.12,37.88,0,7,1,2
ANSL_60478,02-07-2018 00:00,28-10-2018 08:56,0,White,0.7,31.92,7,1,1,1
ANSL_55436,12-12-2016 00:00,03-07-2017 08:39,,Brown,0.26,43.1,15,4,2,4
ANSL_59073,12-10-2017 00:00,09-05-2018 11:11,0,Brown Tabby,0.19,15.11,13,9,1,1
ANSL_67323,05-10-2016 00:00,05-04-2017 14:40,0,Orange Tabby,0.5,45.4,0,1,1,1
ANSL_60981,07-07-2018 00:00,04-08-2018 15:37,2,Brown Tabby,0.69,5.53,13,9,1,1
ANSL_60588,26-12-2017 00:00,17-04-2018 18:39,1,Black,0.22,6.39,0,1,0,2
ANSL_50036,15-07-2016 00:00,12-10-2016 08:20,1,Orange Tabby,0.95,45.64,7,1,0,1
ANSL_67745,09-08-2016 00:00,21-09-2016 15:00,2,Calico,0.52,15.43,13,9,1,1
ANSL_68991,29-05-2015 00:00,23-06-2018 16:21,2,Tan,0.28,38.79,3,9,1,2
ANSL_52435,27-02-2015 00:00,19-03-2017 17:05,1,Brown Brindle,0.12,41.66,0,7,0,2
ANSL_58362,05-05-2018 00:00,28-05-2018 16:04,,Brown,0.84,7.1,0,4,2,4
ANSL_71270,16-05-2016 00:00,18-06-2017 17:42,2,Black,0.02,33.9,1,4,1,2
ANSL_74627,27-04-2018 00:00,27-01-2019 17:34,1,White,0.25,9.78,0,1,0,2
ANSL_62586,09-12-2016 00:00,21-08-2018 19:03,0,Brown Brindle,0.52,14.79,0,7,1,2
ANSL_72468,13-07-2016 00:00,23-11-2016 16:07,0,Brown Tabby,0.45,20.93,13,9,1,1
ANSL_53835,02-08-2016 00:00,25-08-2017 09:09,,Brown,0.38,45.09,9,2,2,4
ANSL_71190,11-12-2011 00:00,03-01-2019 17:32,1,Black,0.98,47.48,0,1,0,2
ANSL_51178,15-04-2017 00:00,25-05-2017 00:00,2,White,0.62,9,13,9,1,2
ANSL_56762,29-06-2018 00:00,26-09-2018 13:49,2,White,0.22,39.65,0,7,0,2
ANSL_69581,25-07-2016 00:00,22-04-2018 18:37,0,Brown Brindle,0.13,8.89,0,1,1,2
ANSL_50753,17-02-2017 00:00,12-03-2019 18:19,1,Tan,0.73,39.78,0,1,0,2
ANSL_64087,26-01-2015 00:00,28-02-2018 15:48,1,Fawn,0.63,45.6,0,1,0,2
ANSL_50237,23-06-2016 00:00,20-07-2018 15:07,1,Black,0.05,6.85,0,7,0,2
ANSL_61336,24-06-2014 00:00,26-07-2016 17:27,1,White,0.52,24.33,0,7,0,2
ANSL_54377,14-09-2010 00:00,06-10-2017 11:07,0,Calico,0.14,26.8,0,7,1,1
ANSL_62577,26-07-2017 00:00,19-08-2018 19:30,2,Brown,0.41,38.63,0,7,0,2
ANSL_66280,16-08-2016 00:00,11-09-2018 16:08,1,Black,0.84,6.09,0,1,0,2
ANSL_58880,30-01-2016 00:00,20-09-2016 12:18,,Black,0.71,5.23,18,4,2,2
ANSL_52924,30-04-2013 00:00,08-10-2016 11:51,0,Lynx Point,0.88,26.52,7,1,1,1
ANSL_56479,06-07-2018 00:00,31-12-2018 00:00,2,Black,0.75,20.29,13,9,1,2
ANSL_70157,29-05-2017 00:00,28-06-2018 16:58,2,Tan,0.17,19.45,13,9,1,2
ANSL_70918,09-04-2009 00:00,29-12-2017 15:31,0,White,0.88,13.95,0,7,1,2
ANSL_62066,13-09-2015 00:00,14-10-2017 13:05,2,White,0.05,27.1,0,7,0,2
ANSL_51456,06-07-2009 00:00,05-08-2017 11:19,0,Tricolor,1,13.15,0,7,1,2
ANSL_50176,04-08-2014 00:00,05-09-2016 00:00,1,White,0.97,9.94,13,9,0,2
ANSL_70602,22-06-2016 00:00,09-09-2016 16:55,0,Brown,0.19,12.64,7,1,1,2
ANSL_67573,18-06-2017 00:00,06-12-2017 19:23,0,Calico,0.73,22.26,7,1,1,1
ANSL_50998,10-06-2017 00:00,07-09-2017 16:41,0,White,0.36,22.09,13,9,1,1
ANSL_69212,26-07-2014 00:00,16-02-2018 13:26,0,White,0.79,27.54,13,9,1,2
ANSL_70362,01-08-2016 00:00,27-08-2017 18:57,0,Torbie,0.76,12.99,0,1,1,1
ANSL_55006,17-09-2017 00:00,09-10-2018 09:48,,Brown,0.44,28.94,0,3,2,4
ANSL_57701,12-06-2017 00:00,07-09-2017 15:10,2,Blue Tabby,0.28,7.29,0,1,1,1
ANSL_55672,25-09-2017 00:00,15-12-2017 18:04,2,Black,0.5,49.25,13,9,1,2
ANSL_54541,22-01-2007 00:00,09-02-2019 13:55,0,Black,0.1,25.28,0,1,1,2
ANSL_60586,13-01-2010 00:00,27-03-2017 13:15,1,Red,0.58,38.44,0,7,0,2
ANSL_71258,22-11-2015 00:00,14-12-2016 17:30,,White,0.3,8.17,13,9,2,4
ANSL_66245,07-08-2016 00:00,03-09-2018 16:15,1,Black,0.32,33.16,0,1,0,2
ANSL_52810,07-06-2016 00:00,02-10-2016 16:35,0,Red,0.7,25.31,0,1,1,2
ANSL_52500,12-08-2016 00:00,24-09-2016 17:42,,Black,0.33,27.61,13,9,2,1
ANSL_53611,09-07-2016 00:00,31-07-2018 15:28,2,Blue,0.87,7.64,0,7,0,2
ANSL_54336,23-11-2017 00:00,23-01-2018 00:00,2,Black,0.87,33.57,13,9,0,1
ANSL_61027,15-05-2017 00:00,15-12-2017 19:31,2,Brown Tabby,0.73,46.08,13,9,1,1
ANSL_60881,08-08-2016 00:00,05-09-2018 00:00,2,Tan,0.7,43.78,13,9,1,2
ANSL_56115,16-07-2018 00:00,11-10-2018 17:03,1,Brown Tabby,0.48,31.55,7,1,0,1
ANSL_75844,29-03-2014 00:00,29-12-2018 15:09,1,Black,0.19,41.63,7,1,0,2
ANSL_61598,05-07-2015 00:00,29-07-2016 18:05,1,White,0.7,6.09,0,1,0,2
ANSL_70454,05-02-2018 00:00,02-03-2019 12:33,,Brown Tabby,0.89,16.23,17,9,2,1
ANSL_71735,25-07-2017 00:00,08-12-2017 16:26,1,Black,0.86,6.27,0,1,0,2
ANSL_58294,02-10-2015 00:00,23-10-2016 09:00,,Brown Tabby,0.23,20.29,16,9,2,1
ANSL_64294,19-01-2017 00:00,14-02-2019 16:50,1,Tan,0.88,26.02,0,1,0,2
ANSL_54558,30-08-2018 00:00,20-10-2018 13:59,,Gray,0.89,6.71,13,9,2,4
ANSL_52096,09-07-2016 00:00,10-10-2016 18:33,0,Blue Tabby,0.14,47.51,0,1,1,1
ANSL_76390,18-02-2018 00:00,02-05-2019 12:51,1,Brown,0.8,39.47,0,7,0,2
ANSL_76312,05-04-2016 00:00,30-04-2019 16:10,2,Brown,0.72,28.43,0,7,0,2
ANSL_55523,06-07-2015 00:00,29-07-2017 14:52,1,Tan,0.89,17.07,18,4,0,2
ANSL_62866,18-06-2016 00:00,19-04-2018 17:56,0,Brown Tabby,0.55,18.31,0,1,1,1
ANSL_60604,17-06-2018 00:00,22-10-2018 07:10,1,Tan,0.88,8.29,7,1,0,2
ANSL_69295,14-07-2015 00:00,04-08-2016 09:00,2,Brown Tabby,0.35,49.84,16,9,1,1
ANSL_70982,15-04-2016 00:00,10-05-2018 17:59,0,Brown,0.64,19.97,0,1,1,2
ANSL_50272,11-12-2015 00:00,06-01-2018 14:54,0,Black,0.22,8.97,0,1,1,1
ANSL_74379,26-03-2015 00:00,28-07-2017 00:00,0,Tan,0.43,47.5,13,9,1,2
ANSL_70249,23-04-2016 00:00,28-06-2018 16:12,1,Brown,0.08,17.94,12,1,0,2
ANSL_61199,17-07-2014 00:00,07-08-2017 14:07,1,White,0.27,16.05,13,9,0,2
ANSL_74295,20-03-2010 00:00,24-04-2018 08:56,1,Brown Tabby,0.21,40.34,0,1,0,1
ANSL_53072,27-09-2013 00:00,28-11-2016 13:41,1,White,0.9,32.74,0,7,0,2
ANSL_66362,15-04-2016 00:00,17-05-2017 14:35,2,Tricolor,0.24,15.67,13,9,0,2
ANSL_50171,10-05-2015 00:00,03-06-2017 18:24,1,Red,0.4,23.08,0,1,0,2
ANSL_54306,29-01-2017 00:00,12-05-2017 18:07,1,Lynx Point,0.8,27.79,0,1,0,1
ANSL_62979,28-12-2015 00:00,24-01-2019 14:48,2,Blue,0.28,12.64,0,7,0,2
ANSL_51922,10-09-2017 00:00,20-10-2018 17:40,0,Blue,0.59,46.75,0,1,1,2
ANSL_59389,05-01-2015 00:00,28-01-2019 18:31,1,Brown,0.25,41.36,0,7,0,2
ANSL_61996,21-11-2016 00:00,12-12-2017 09:00,0,Brown Tabby,0.52,23,16,9,1,1
ANSL_69952,01-07-2014 00:00,09-08-2016 14:44,1,Tan,0.41,5.73,13,9,0,2
ANSL_62368,30-04-2016 00:00,27-05-2017 00:00,0,White,0.68,14,13,9,1,2
ANSL_62009,05-08-2007 00:00,29-08-2017 19:15,2,Black,0.3,9.88,0,7,1,2
ANSL_55008,27-06-2015 00:00,29-11-2018 12:35,0,Brown Tabby,0.74,35.97,0,1,1,1
ANSL_67490,02-06-2017 00:00,14-07-2017 18:40,,Orange Tabby,0.37,18.51,13,9,2,1
ANSL_70767,14-09-2016 00:00,10-03-2017 13:33,0,Orange Tabby,0.59,34.07,0,1,1,1
ANSL_63466,24-11-2016 00:00,14-01-2017 08:37,,Black,0.37,48.76,15,4,2,4
ANSL_54399,28-08-2013 00:00,22-09-2018 15:28,0,Brown Brindle,0.6,44.14,0,1,1,2
ANSL_67945,30-01-2016 00:00,09-03-2018 18:20,1,Brown,0.8,15.38,0,1,0,2
ANSL_57809,14-11-2009 00:00,15-12-2017 11:41,2,Brown,0.85,21.06,0,7,0,2
ANSL_53219,09-12-2016 00:00,18-03-2017 09:43,0,Torbie,0.1,5.28,7,1,1,1
ANSL_72958,26-08-2012 00:00,21-09-2017 19:10,1,White,0.67,7.87,0,1,0,2
ANSL_71646,24-06-2017 00:00,06-10-2017 16:19,1,Black,0.37,38.98,0,1,0,1
ANSL_61989,06-11-2017 00:00,29-11-2018 09:51,1,Brown,0.51,8.05,0,1,0,2
ANSL_67109,30-05-2012 00:00,31-01-2017 12:02,0,Brown Tabby,0.15,20.73,7,1,1,1
ANSL_72895,07-10-2013 00:00,27-10-2016 15:49,2,White,0.75,37.93,13,9,1,2
ANSL_67290,04-08-2017 00:00,03-11-2017 18:46,0,Blue Cream,0.32,9.95,0,1,1,1
ANSL_52552,02-01-2007 00:00,28-01-2017 16:10,1,Flame Point,0.83,26.5,0,1,0,1
ANSL_58810,28-09-2014 00:00,03-04-2018 12:18,1,White,0.91,22.82,0,1,0,2
ANSL_63756,05-09-2015 00:00,06-10-2016 12:09,2,Blue,0.08,49.4,13,9,1,1
ANSL_53036,08-07-2016 00:00,03-10-2016 07:29,1,Orange,0.59,39.84,7,1,0,1
ANSL_72111,10-01-2010 00:00,25-05-2017 12:40,0,Tricolor,0.49,40.88,0,1,1,2
ANSL_59547,22-11-2016 00:00,02-01-2019 19:03,0,Cream Tabby,0.89,47.94,0,1,1,1
ANSL_58956,14-07-2018 00:00,11-10-2018 17:12,1,Lynx Point,0,39.49,7,1,0,1
ANSL_59828,07-01-2019 00:00,01-04-2019 16:57,0,Black,0.7,5.58,0,1,1,1
ANSL_54115,26-03-2016 00:00,02-06-2018 17:39,0,Cream,0.1,39.98,0,1,1,2
ANSL_62427,14-04-2017 00:00,14-12-2017 17:48,1,Orange Tabby,0.08,26.74,0,1,0,1
ANSL_69838,23-01-2015 00:00,23-02-2017 11:33,1,Black,0.65,34.97,0,7,0,2
ANSL_57816,28-05-2014 00:00,02-09-2017 16:19,0,Yellow Brindle,0.28,22.9,13,9,1,2
ANSL_70866,24-06-2018 00:00,04-08-2018 15:39,2,Black,0.05,39.05,13,9,1,1
ANSL_55791,01-12-2014 00:00,22-03-2017 16:14,0,White,0.45,41.98,0,7,1,2
ANSL_73265,12-04-2017 00:00,09-02-2018 17:41,1,Black,0.04,20.94,0,1,0,2
ANSL_69667,27-07-2016 00:00,27-10-2016 14:28,2,Orange Tabby,0.23,38.04,13,9,0,1
ANSL_70371,24-01-2009 00:00,21-02-2017 18:08,1,Blue Merle,0,19.59,0,1,0,2
ANSL_53218,29-03-2015 00:00,23-04-2018 14:49,1,Black,0.79,25.44,0,1,0,2
ANSL_73899,29-04-2017 00:00,24-07-2017 19:07,1,Tan,0.53,45.5,0,1,0,2
ANSL_75693,22-03-2012 00:00,15-04-2019 17:33,1,Black,0.32,19.14,0,7,0,2
ANSL_74813,03-09-2017 00:00,04-09-2018 14:54,1,Orange Tabby,0.69,40.67,0,1,0,1
ANSL_54673,05-10-2015 00:00,26-02-2018 13:32,1,Brown Tabby,0.98,26.13,0,7,0,1
ANSL_66723,18-06-2016 00:00,10-07-2017 14:58,2,Red,0.69,48.85,0,7,1,2
ANSL_62182,24-05-2017 00:00,14-06-2018 16:09,,Black,0.2,49.03,15,4,2,4
ANSL_71591,27-06-2010 00:00,17-07-2016 12:29,1,Brown Tabby,0.67,49.04,0,7,0,1
ANSL_67192,19-02-2017 00:00,03-05-2017 16:01,2,Black,0.08,46.86,13,9,0,2
ANSL_55509,30-10-2016 00:00,20-11-2018 11:09,0,Black,0.01,35.01,18,4,1,1
ANSL_59589,08-08-2011 00:00,29-08-2017 17:16,0,Brown,0.76,35.67,0,7,1,2
ANSL_66231,16-12-2018 00:00,22-03-2019 16:48,1,Flame Point,0.97,12.34,0,1,0,1
ANSL_58710,12-05-2016 00:00,16-06-2017 16:20,0,Brown,0.11,43.27,13,9,1,2
ANSL_57623,23-05-2016 00:00,04-09-2016 13:13,1,Brown Tabby,0.16,5.61,0,1,0,1
ANSL_74522,05-12-2015 00:00,27-01-2019 00:00,1,Brown,0.52,10.74,0,7,0,2
ANSL_76065,16-02-2016 00:00,24-04-2019 17:35,0,Black,0.33,43.27,0,1,1,2
ANSL_58293,04-07-2017 00:00,07-03-2018 14:07,0,Black,0.06,19.29,0,1,1,1
ANSL_75127,11-04-2016 00:00,04-05-2017 17:14,1,Black,0.26,13.58,0,7,0,2
ANSL_60980,14-07-2017 00:00,11-10-2017 18:33,0,Orange Tabby,0.16,25.07,0,1,1,1
ANSL_62141,06-10-2010 00:00,05-11-2018 17:36,0,Tortie,0.29,10.66,0,7,1,1
ANSL_57856,16-11-2017 00:00,22-12-2017 16:38,2,Brown,0.29,8.55,13,9,0,2
ANSL_68452,03-03-2017 00:00,16-05-2017 17:56,1,Cream,0.21,35.66,7,1,0,2
ANSL_69647,01-08-2015 00:00,02-09-2016 14:08,1,Buff,0.69,46.88,13,9,0,2
ANSL_53126,24-02-2015 00:00,23-03-2017 17:20,1,Buff,0.82,20.11,0,1,0,2
ANSL_56679,15-02-2018 00:00,21-05-2018 14:34,2,Black,0.61,36.85,0,1,0,2
ANSL_52294,24-08-2017 00:00,19-09-2018 17:41,1,Red,0.48,21.4,0,1,0,2
ANSL_73655,20-12-2011 00:00,15-01-2019 10:12,1,Black,0.23,43.57,13,9,0,2
ANSL_73816,29-07-2013 00:00,25-08-2017 00:00,1,Black,0.5,6.31,0,1,0,2
ANSL_72764,26-11-2013 00:00,16-12-2018 12:22,1,Black,0.82,9.72,0,7,0,2
ANSL_72342,08-08-2016 00:00,28-10-2016 15:19,0,Brown Tabby,0.23,37.49,7,1,1,1
ANSL_56817,04-09-2011 00:00,11-10-2018 08:18,1,Brown Brindle,0.04,17.67,13,9,0,2
ANSL_51756,18-03-2013 00:00,10-04-2017 12:32,0,Brown,0.99,11.08,0,7,1,2
ANSL_64798,27-07-2017 00:00,17-09-2017 18:47,2,Brown Tabby,0.81,36.25,13,9,1,1
ANSL_54387,14-09-2016 00:00,17-01-2018 16:06,1,Blue Tiger,0.58,35.08,0,1,0,2
ANSL_75548,17-03-2019 00:00,12-04-2019 12:25,2,Black,0.56,31.2,13,9,0,1
ANSL_64845,13-11-2016 00:00,14-05-2018 18:26,1,Black,0.93,27.65,0,1,0,1
ANSL_53824,10-05-2016 00:00,04-12-2016 17:02,0,Fawn,0.71,49.7,0,1,1,2
ANSL_73405,22-12-2016 00:00,17-12-2017 17:31,0,Brown,0.86,31.1,0,1,1,2
ANSL_64735,14-09-2015 00:00,09-10-2017 13:25,1,Black,0.29,43.52,0,7,0,2
ANSL_67224,10-03-2018 00:00,02-02-2019 16:45,1,Black Brindle,0.32,44.18,0,1,0,2
ANSL_75494,08-03-2018 00:00,10-04-2019 15:42,1,Tan,0.38,43.49,0,1,0,2
ANSL_76838,14-07-2017 00:00,11-05-2019 12:23,0,Black,0.38,35.29,0,7,1,2
ANSL_67897,30-06-2017 00:00,05-09-2017 15:13,2,Brown Tabby,0.07,43.81,13,9,1,1
ANSL_53381,01-10-2017 00:00,23-11-2018 18:44,2,Lynx Point,0.23,16.51,0,1,0,1
ANSL_61650,28-07-2016 00:00,06-01-2017 18:27,1,Blue,0.86,6.12,0,1,0,2
ANSL_71613,10-07-2015 00:00,08-08-2017 18:24,0,Brown Tabby,0.6,22.52,0,1,1,1
ANSL_60967,18-08-2015 00:00,08-10-2016 17:37,1,Yellow,0.35,43.01,0,1,0,2
ANSL_76235,19-01-2019 00:00,28-04-2019 16:59,0,Brown,0.05,28.69,0,1,1,2
ANSL_66150,18-07-2016 00:00,11-02-2017 14:14,2,Tricolor,0.19,41.02,13,9,0,2
ANSL_53870,13-11-2017 00:00,13-02-2018 13:02,1,Black,0.08,22.64,0,1,0,1
ANSL_60669,15-09-2016 00:00,04-11-2018 18:34,1,Orange Tabby,0.58,40.94,0,7,0,1
ANSL_73415,23-08-2014 00:00,17-09-2016 19:34,0,Cream,0.03,47.89,0,1,1,2
ANSL_66905,04-09-2017 00:00,21-03-2018 18:42,1,Lynx Point,0.11,17.15,0,1,0,1
ANSL_64649,18-10-2016 00:00,21-01-2017 14:08,1,Blue,0.77,39.67,13,9,0,1
ANSL_75620,04-01-2019 00:00,13-04-2019 18:22,0,Black,0.22,24.84,0,1,1,2
ANSL_76348,09-04-2007 00:00,01-05-2019 12:35,1,Chocolate,0.75,45.5,0,7,0,2
ANSL_73091,24-01-2013 00:00,01-04-2019 19:10,0,Calico,0.41,30.09,0,1,1,1
ANSL_55745,13-07-2016 00:00,18-11-2016 10:54,0,Black,0.24,46.85,7,1,1,1
ANSL_68803,28-06-2017 00:00,09-09-2017 13:16,2,White,0.22,47.73,13,9,0,2
ANSL_72860,31-08-2017 00:00,05-06-2018 17:07,1,Black,0.67,34.63,0,1,0,2
ANSL_58932,03-07-2018 00:00,22-01-2019 12:55,0,Brown Tabby,0.9,29.29,7,1,1,1
ANSL_74255,09-04-2010 00:00,03-05-2017 13:24,1,Black,0.34,6.38,13,9,0,2
ANSL_51586,18-08-2018 00:00,23-11-2018 13:13,0,Tortie,0.2,6.89,7,1,1,1
ANSL_71081,07-03-2015 00:00,25-03-2017 17:16,,Brown,0.73,25.68,15,4,2,4
ANSL_73777,04-02-2018 00:00,25-02-2019 15:29,,Brown,0.9,16.28,15,4,2,4
ANSL_53079,03-07-2017 00:00,31-05-2018 22:31,0,White,0.89,15.46,0,1,1,2
ANSL_69474,09-12-2016 00:00,10-03-2017 18:16,1,Orange Tabby,0.79,31.53,0,1,0,1
ANSL_75251,24-02-2004 00:00,05-04-2019 15:43,0,Calico,0.87,34.05,0,1,1,1
ANSL_68747,19-09-2017 00:00,17-10-2017 18:00,,White,0.12,10.41,13,9,2,1
ANSL_65660,23-11-2015 00:00,22-12-2017 16:39,2,Black,0.09,16.76,13,9,1,2
ANSL_73970,03-01-2017 00:00,25-01-2019 12:50,1,Black,0.81,15.75,0,1,0,1
ANSL_61484,25-04-2010 00:00,16-02-2019 15:52,1,White,0.64,41,0,7,0,2
ANSL_74961,15-01-2016 00:00,07-12-2016 09:00,2,Brown Tabby,0.33,29.2,16,9,1,1
ANSL_68522,24-11-2016 00:00,21-10-2017 18:04,0,Tricolor,0.08,28.4,0,1,1,2
ANSL_58427,22-07-2010 00:00,16-08-2018 16:10,2,Tan,0.74,39.7,13,9,1,2
ANSL_76366,10-04-2012 00:00,01-05-2019 15:48,1,Brown Tabby,0.55,6.48,0,7,0,1
ANSL_54501,08-11-2015 00:00,15-01-2018 15:07,0,Brown Tabby,0.6,41.97,13,9,1,1
ANSL_55866,12-06-2018 00:00,07-09-2018 13:06,2,White,0.61,21.14,0,1,0,1
ANSL_71350,15-05-2016 00:00,04-09-2016 14:40,0,Tan,0.19,40.55,13,9,1,2
ANSL_58503,02-11-2013 00:00,08-04-2017 00:00,1,White,0.35,22.39,13,9,0,2
ANSL_54591,24-06-2015 00:00,26-09-2016 08:50,0,Black,0.79,9.41,7,1,1,1
ANSL_51372,04-01-2017 00:00,05-05-2017 14:09,0,Black,0.55,19.13,13,9,1,1
ANSL_64474,14-08-2018 00:00,27-10-2018 16:23,1,Brown Tabby,0.43,41.08,0,1,0,1
ANSL_53010,02-07-2018 00:00,28-09-2018 19:07,2,Cream,0.25,41.43,0,1,0,1
ANSL_57242,06-03-2010 00:00,12-04-2017 16:28,0,Blue,0.85,11.48,0,1,1,1
ANSL_67007,22-05-2009 00:00,12-07-2018 14:55,1,Black,0.67,35.4,0,1,0,2
ANSL_71985,03-04-2013 00:00,30-08-2016 13:28,1,Brown Brindle,0.51,7.54,0,7,0,2
ANSL_55750,23-01-2016 00:00,17-08-2016 17:24,0,Calico,0.33,7.34,0,1,1,1
ANSL_74225,01-05-2018 00:00,25-07-2018 18:45,1,Black,0.09,39.31,0,1,0,1
ANSL_50294,16-11-2015 00:00,11-12-2016 00:00,1,Fawn,0.73,19.38,13,9,0,2
ANSL_67045,23-02-2016 00:00,10-09-2016 16:23,0,Blue,0.6,20.11,0,1,1,2
ANSL_74261,13-01-2014 00:00,08-02-2018 17:54,1,Black,0.65,5.88,0,1,0,2
ANSL_68217,24-02-2018 00:00,21-06-2018 11:55,1,Orange Tabby,0.26,27.23,0,1,0,1
ANSL_52312,01-12-2012 00:00,21-12-2017 18:40,2,Brown Tabby,0.51,48.49,13,9,1,1
ANSL_65840,01-08-2017 00:00,19-11-2017 18:30,1,Black,0.94,42.29,0,1,0,1
ANSL_55593,04-02-2016 00:00,07-06-2017 14:40,0,Tan,0.85,38.28,0,1,1,2
ANSL_53914,08-07-2018 00:00,24-10-2018 14:23,1,Orange Tabby,0.43,18.28,17,9,0,1
ANSL_65796,05-07-2017 00:00,07-08-2017 13:19,2,Orange Tabby,0.45,33.14,13,9,1,1
ANSL_50378,28-12-2016 00:00,02-04-2017 12:19,1,Orange Tabby,0.04,23.09,7,1,0,1
ANSL_53819,23-05-2016 00:00,13-08-2016 19:41,0,Brown,0.77,21.86,12,1,1,2
ANSL_74220,15-09-2000 00:00,29-08-2017 19:15,1,Brown,0.31,17.46,0,7,0,2
ANSL_68486,14-06-2017 00:00,01-10-2017 17:06,0,Brown Tabby,0.33,31.28,0,1,1,1
ANSL_61164,29-07-2018 00:00,10-11-2018 12:00,1,White,0.03,36.48,0,1,0,1
ANSL_60264,01-02-2015 00:00,04-09-2018 11:20,2,Black,0.65,40.81,0,7,0,2
ANSL_52686,11-05-2014 00:00,25-06-2018 00:00,1,Black,0.24,18.19,13,9,0,2
ANSL_56005,19-09-2018 00:00,14-02-2019 19:06,0,Brown,0.83,19.65,0,1,1,2
ANSL_50962,23-03-2017 00:00,13-04-2018 09:50,,Brown,0.86,15.66,15,4,2,4
ANSL_57139,08-08-2013 00:00,10-09-2016 13:36,2,White,0.75,19.66,13,9,1,2
ANSL_64570,30-09-2017 00:00,31-12-2017 17:42,2,Calico,0.42,26.79,0,1,1,1
ANSL_74144,07-06-2016 00:00,26-11-2016 18:13,0,Seal Point,0.15,7.44,0,1,1,1
ANSL_68909,11-12-2013 00:00,01-01-2017 08:12,,Brown,0.89,32.68,15,4,2,4
ANSL_73666,05-05-2018 00:00,29-07-2018 17:20,0,Brown Tabby,0.14,46.05,0,1,1,1
ANSL_74982,13-08-2018 00:00,22-02-2019 18:09,0,Black,0.55,30.56,0,1,1,2
ANSL_59808,19-06-2008 00:00,02-03-2018 14:52,1,Black,0.57,38.4,0,7,0,2
ANSL_73893,13-06-2015 00:00,06-01-2017 00:00,0,White,0.28,29.16,0,7,1,2
ANSL_67134,23-03-2016 00:00,17-04-2018 18:26,1,White,0.74,5.7,0,1,0,2
